Score,Rating,Address,City,ZIP,Owner,Value,Type,Year Built,Sqft,Signals,Court Activity,Mail Name,Mail Address,Mail City,Mail State,Mail ZIP,Bridge Page
73,HIGH,11250 NW 4 ST,PLANTATION,33325,RHINO HOMES LLC,547570,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 12/15/2025; deed_transfer 12/15/2025; final_judgment 12/15/2025; satisfaction 11/24/2025; lien 11/18/2025,RHINO HOMES LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=11250%20NW%204%20ST&city=PLANTATION
73,HIGH,11200 NW 4 ST,PLANTATION,33325,RHINO HOMES LLC,540900,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 12/15/2025; deed_transfer 12/15/2025; final_judgment 12/15/2025; satisfaction 11/24/2025; lien 11/18/2025,RHINO HOMES LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=11200%20NW%204%20ST&city=PLANTATION
73,HIGH,120 NE 20 AVE,DEERFIELD BEACH,33441,TCH WAY LLC,276870,Condo,1980,430,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/23/2025; lis_pendens 08/01/2025; deed_transfer 05/26/2026; lien 02/27/2025,TCH WAY LLC,20283 STATE RD 7 #400,BOCA RATON,FLORIDA,33428,https://title.rootz.global/p/farm?address=120%20NE%2020%20AVE&city=DEERFIELD%20BEACH
73,HIGH,4121 CAMBRIDGE F,DEERFIELD BEACH,33442,AQUA VITAE HOMES LLC,172010,Condo,1975,839,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 11/20/2025; lien 09/10/2024; final_judgment 08/15/2025; lis_pendens 03/31/2025,AQUA VITAE HOMES LLC,1451 W CYPRESS CREEK RD STE 300,FORT LAUDERDALE,FLORIDA,33309,https://title.rootz.global/p/farm?address=4121%20CAMBRIDGE%20F&city=DEERFIELD%20BEACH
73,HIGH,951 SW 121 AVE,DAVIE,33325,RHINO HOMES LLC,1004000,Single Family,1972,2615,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 12/15/2025; deed_transfer 12/15/2025; final_judgment 12/15/2025; satisfaction 11/24/2025; lien 11/18/2025,RHINO HOMES LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=951%20SW%20121%20AVE&city=DAVIE
73,HIGH,901 SW 121 AVE,DAVIE,33325,RHINO HOMES LLC,1273410,Single Family,1991,2870,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 12/15/2025; deed_transfer 12/15/2025; final_judgment 12/15/2025; satisfaction 11/24/2025; lien 11/18/2025,RHINO HOMES LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=901%20SW%20121%20AVE&city=DAVIE
73,HIGH,4490 SW 105 AVE,DAVIE,33328,KOSHER HOMES 4490 DAVIE LLC,845760,Single Family,1988,2337,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 08/22/2025; lien 08/21/2025; lis_pendens 04/09/2024; final_judgment 03/04/2025,KOSHER HOMES 4490 DAVIE LLC,10454 SW 54 ST,COOPER CITY,FLORIDA,33328,https://title.rootz.global/p/farm?address=4490%20SW%20105%20AVE&city=DAVIE
73,HIGH,12240 RHINO OAKS DR,DAVIE,33325,RHINO HOMES LLC,993190,Single Family,2024,3659,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,mortgage 12/15/2025; deed_transfer 12/15/2025; final_judgment 12/15/2025; satisfaction 11/24/2025; lien 11/18/2025,RHINO HOMES LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=12240%20RHINO%20OAKS%20DR&city=DAVIE
73,HIGH,13104 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,124290,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=13104%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13084 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,124280,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=13084%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13064 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,124260,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C-28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=13064%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13044 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,124250,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C-28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=13044%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13024 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,124250,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C-28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=13024%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13004 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,145940,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C-28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=13004%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,10,Non-marketable Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C-28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,10,Non-marketable Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C-28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,10,Non-marketable Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C-28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13103 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,135560,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=13103%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13083 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,135560,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=13083%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13063 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,135570,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=13063%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13043 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,135570,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=13043%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13023 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,135570,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=13023%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,13003 DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,162720,Vacant Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,PO BOX 551347,FORT LAUDERDALE,FLORIDA,33355,https://title.rootz.global/p/farm?address=13003%20DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,DAVIE OAKS DR,DAVIE,33325,NRM GROUP LLC,10,Non-marketable Residential,,,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C-28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=DAVIE%20OAKS%20DR&city=DAVIE
73,HIGH,10207 SUNRISE LAKES BLVD,SUNRISE,33322,DLC MORTGAGES III LLC,161990,Condo,1981,1190,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 12/24/2025; deed_transfer 12/24/2025; satisfaction 11/24/2025; final_judgment 08/12/2025; lis_pendens 07/12/2024,DLC MORTGAGES III LLC,PO BOX 5162,LARGO,FLORIDA,33778,https://title.rootz.global/p/farm?address=10207%20SUNRISE%20LAKES%20BLVD&city=SUNRISE
73,HIGH,2681 N FLAMINGO RD,SUNRISE,33323,RKMO LLC,401270,Condo,2010,1570,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lien 12/11/2024; deed_transfer 10/24/2025; lis_pendens 08/16/2024; final_judgment 07/12/2024; satisfaction 03/19/2024,RKMO LLC,11900 TARA DR,PLANTATION,FLORIDA,33323,https://title.rootz.global/p/farm?address=2681%20N%20FLAMINGO%20RD&city=SUNRISE
73,HIGH,2551 ARAGON BLVD,SUNRISE,33322,ES KAVELL CORP,127280,Condo,1976,1162,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 11/22/2024; mortgage 10/21/2024; satisfaction 10/17/2024; lis_pendens 08/25/2025; lien 08/01/2024,ES KAVELL CORP,20840 SAN SIMEON WAY #706,MIAMI,FLORIDA,33179,https://title.rootz.global/p/farm?address=2551%20ARAGON%20BLVD&city=SUNRISE
73,HIGH,2800 ALCAZAR DR,MIRAMAR,33023,SORM CORP,447000,Single Family,1964,1435,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 11/04/2025; deed_transfer 09/20/2024; lis_pendens 07/31/2025; mortgage 06/11/2024; final_judgment 06/06/2024,SORM CORP,30 NW 162 ST,MIAMI,FLORIDA,33169,https://title.rootz.global/p/farm?address=2800%20ALCAZAR%20DR&city=MIRAMAR
73,HIGH,7667 INDIGO ST,MIRAMAR,33023,INNOVA INVESTMENTS LLC,411770,Single Family,1961,1197,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/30/2025; mortgage 11/25/2025; easement 11/19/2025; satisfaction 11/12/2025; deed_transfer 10/24/2025,INNOVA INVESTMENTS LLC,16900 NE 19 AVE,NORTH MIAMI BEACH,FLORIDA,33162,https://title.rootz.global/p/farm?address=7667%20INDIGO%20ST&city=MIRAMAR
73,HIGH,6120 SW 40 CT,MIRAMAR,33023,SORM CORP,233340,Single Family,1956,1055,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 11/04/2025; deed_transfer 09/20/2024; lis_pendens 07/31/2025; mortgage 06/11/2024; final_judgment 06/06/2024,SORM CORP,30 NW 162 ST,MIAMI,FLORIDA,33169,https://title.rootz.global/p/farm?address=6120%20SW%2040%20CT&city=MIRAMAR
73,HIGH,12452 SW 45 DR,MIRAMAR,33027,NRM GROUP LLC,427690,Single Family,2005,1582,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/24/2025; easement 12/17/2025; deed_transfer 12/15/2025; lien 11/18/2025; mortgage 11/05/2024,NRM GROUP LLC,6073 NW 167 ST STE C28,HIALEAH,FLORIDA,33015,https://title.rootz.global/p/farm?address=12452%20SW%2045%20DR&city=MIRAMAR
73,HIGH,15511 SW 50 CT,MIRAMAR,33027,LUXOR REALTY HOLDINGS LLC,545850,Single Family,2004,2123,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/09/2024; final_judgment 12/08/2025; satisfaction 06/14/2024; deed_transfer 06/11/2024; lien 05/02/2025,LUXOR REALTY HOLDINGS LLC,3301 W 94 TER,HIALEAH GARDENS,FLORIDA,33018,https://title.rootz.global/p/farm?address=15511%20SW%2050%20CT&city=MIRAMAR
73,HIGH,15781 SW 53 CT,MIRAMAR,33027,JF HOMES LLC,837900,Single Family,2005,3210,Absentee owner; Corporate/LLC/Trust; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/09/2024; satisfaction 10/31/2025; lien 10/18/2024; deed_transfer 09/27/2024; final_judgment 07/25/2024,JF HOMES LLC,1060 SW 85 AVE,PEMBROKE PINES,FLORIDA,33025,https://title.rootz.global/p/farm?address=15781%20SW%2053%20CT&city=MIRAMAR
72,HIGH,NW 24 ST,FORT LAUDERDALE,33311,"COLEMAN,JENNINGS III",41600,Vacant Residential,,,Absentee owner; No homestead; Litigation pending (pre-foreclosure); Probate filing; Death certificate recorded,lis_pendens 10/02/2025; probate 09/27/2024; death 09/12/2025,"COLEMAN,JENNINGS III",3011 NW 24 ST,FORT LAUDERDALE,FLORIDA,33311,https://title.rootz.global/p/farm?address=NW%2024%20ST&city=FORT%20LAUDERDALE
72,HIGH,3200 NE 36 ST,FORT LAUDERDALE,33308,"SMITH,STEPHEN",356820,Co-op,1964,1120,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Probate filing; Foreclosure judgment,satisfaction 12/31/2024; final_judgment 10/17/2025; deed_transfer 04/17/2024; lis_pendens 04/16/2025; probate 01/02/2024,"SMITH,STEPHEN",53 CLARENCE ST,EVERETT,MASSACHUSETTS,2149,https://title.rootz.global/p/farm?address=3200%20NE%2036%20ST&city=FORT%20LAUDERDALE
72,HIGH,412 S CYPRESS RD,POMPANO BEACH,33060,"HERNANDEZ,LUIS",133170,Co-op,1968,930,Absentee owner; No homestead; Probate filing; Lien on property; Foreclosure judgment; Death certificate recorded,easement 12/01/2025; deed_transfer 11/07/2024; lien 09/27/2024; satisfaction 09/26/2024; final_judgment 09/10/2024,"HERNANDEZ,LUIS",406  S CYPRESS RD #207,POMPANO BEACH,FLORIDA,33060,https://title.rootz.global/p/farm?address=412%20S%20CYPRESS%20RD&city=POMPANO%20BEACH
72,HIGH,7310 NW 13 CT,PLANTATION,33313,"THOMAS,JANET",552250,Single Family,1977,2364,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Death certificate recorded,death 12/30/2024; lien 12/01/2025; lis_pendens 11/03/2025; satisfaction 09/26/2024; probate 05/22/2026,"THOMAS,JANET",7310 NW 13 CT,PLANTATION,FLORIDA,33313,https://title.rootz.global/p/farm?address=7310%20NW%2013%20CT&city=PLANTATION
72,HIGH,5145 E LAKES DR,DEERFIELD BEACH,33064,"COLLINS,JOAN",310550,Single Family,1984,1051,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Death certificate recorded,probate 12/15/2025; lis_pendens 09/18/2025; death 09/16/2025; lien 09/10/2024; satisfaction 06/06/2024,"COLLINS,JOAN",5145 E LAKES DR,DEERFIELD BEACH,FLORIDA,33064,https://title.rootz.global/p/farm?address=5145%20E%20LAKES%20DR&city=DEERFIELD%20BEACH
72,HIGH,4025 N NOB HILL RD,SUNRISE,33351,"BARDOSH,ALEXANDER",185240,Condo,1979,1074,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Probate filing; Foreclosure judgment,lis_pendens 08/19/2025; probate 08/19/2025; final_judgment 08/08/2024,"BARDOSH,ALEXANDER",15040 71 AVE APT 2-L,FLUSHING,NEW YORK,11367,https://title.rootz.global/p/farm?address=4025%20N%20NOB%20HILL%20RD&city=SUNRISE
70,HIGH,3105 NE 27 ST,FORT LAUDERDALE,33308,"VANDERMAAS,ALFRED C",919340,Condo,1970,1560,Absentee owner; Litigation pending (pre-foreclosure); Probate filing; Lien on property,probate 12/10/2025; lis_pendens 10/02/2025; lien 09/16/2025,"VANDERMAAS,ALFRED C",3105 NE 27 ST #107,FORT LAUDERDALE,FLORIDA,33308,https://title.rootz.global/p/farm?address=3105%20NE%2027%20ST&city=FORT%20LAUDERDALE
70,HIGH,5841 RIVERSIDE DR,CORAL SPRINGS,33067,"BERNSTEIN,MARK A",221770,Condo,2005,950,Absentee owner; No homestead; Litigation pending (pre-foreclosure); Probate filing; Foreclosure judgment,probate 09/10/2024; lis_pendens 08/01/2024; satisfaction 06/03/2025; final_judgment 02/18/2025,"BERNSTEIN,MARK A",11419 W PALMETTO PARK RD #971541,BOCA RATON,FLORIDA,33497,https://title.rootz.global/p/farm?address=5841%20RIVERSIDE%20DR&city=CORAL%20SPRINGS
70,HIGH,251 SW 167 AVE,PEMBROKE PINES,33029,"DAVIS,ROBERT",639920,Single Family,1997,2515,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Foreclosure judgment,satisfaction 12/22/2025; mortgage 11/19/2025; final_judgment 11/07/2024; probate 10/23/2025; lien 09/17/2024,"DAVIS,ROBERT",251 SW 167 AVE,PEMBROKE PINES,FLORIDA,33027,https://title.rootz.global/p/farm?address=251%20SW%20167%20AVE&city=PEMBROKE%20PINES
70,HIGH,335 SW 191 AVE,PEMBROKE PINES,33029,"MARTINEZ,MIGUEL",700090,Single Family,1996,2391,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Foreclosure judgment,satisfaction 11/21/2025; mortgage 11/12/2025; final_judgment 11/12/2025; probate 08/15/2025; lis_pendens 06/05/2025,"MARTINEZ,MIGUEL",335 SW 191 AVE,PEMBROKE PINES,FLORIDA,33029,https://title.rootz.global/p/farm?address=335%20SW%20191%20AVE&city=PEMBROKE%20PINES
70,HIGH,9174 ORCHID TREE LN,PEMBROKE PINES,33024,"BLANCO,MANUEL",322820,Condo,1980,1472,Absentee owner; Litigation pending (pre-foreclosure); Probate filing; Lien on property,satisfaction 10/30/2024; probate 09/30/2024; lien 09/18/2025; lis_pendens 04/07/2025,"BLANCO,MANUEL",9174 ORCHID TREE LN #152,PEMBROKE PINES,FLORIDA,33024,https://title.rootz.global/p/farm?address=9174%20ORCHID%20TREE%20LN&city=PEMBROKE%20PINES
70,HIGH,1311 NE 35 ST,POMPANO BEACH,33064,"MARTINEZ,ROBERTO",357960,Single Family,1964,1228,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Foreclosure judgment,deed_transfer 12/22/2025; satisfaction 11/15/2024; mortgage 09/12/2024; lis_pendens 06/25/2025; final_judgment 06/12/2024,"MARTINEZ,ROBERTO",1311 NE 35 ST,POMPANO BEACH,FLORIDA,33064,https://title.rootz.global/p/farm?address=1311%20NE%2035%20ST&city=POMPANO%20BEACH
70,HIGH,301 S GOLF BLVD,POMPANO BEACH,33064,"D'OTTAVIO,CYNTHIA",120060,Condo,1970,750,Absentee owner; Litigation pending (pre-foreclosure); Probate filing; Lien on property,probate 12/05/2025; deed_transfer 11/07/2025; lis_pendens 09/22/2025; lien 08/05/2025,"D'OTTAVIO,CYNTHIA",301 S GOLF BLVD #172,POMPANO BEACH,FLORIDA,33064,https://title.rootz.global/p/farm?address=301%20S%20GOLF%20BLVD&city=POMPANO%20BEACH
70,HIGH,5150 SW 18 CT,PLANTATION,33317,"BROWN,MICHAEL",918830,Single Family,1981,3457,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Foreclosure judgment,deed_transfer 12/15/2025; lis_pendens 12/15/2025; satisfaction 12/08/2025; probate 11/14/2025; lien 10/27/2025,"BROWN,MICHAEL",5150 SW 18 CT,PLANTATION,FLORIDA,33317,https://title.rootz.global/p/farm?address=5150%20SW%2018%20CT&city=PLANTATION
70,HIGH,3635 SW NATURA AVE,DEERFIELD BEACH,33441,"GUTSTEIN,TILLIE",205950,Single Family,1975,1072,Absentee owner; Litigation pending (pre-foreclosure); Probate filing; Lien on property,lis_pendens 11/17/2025; probate 11/15/2024; satisfaction 06/10/2025; lien 04/24/2025,"GUTSTEIN,TILLIE",3635 SW NATURA AVE #A,DEERFIELD BEACH,FLORIDA,33441,https://title.rootz.global/p/farm?address=3635%20SW%20NATURA%20AVE&city=DEERFIELD%20BEACH
70,HIGH,1003 SE 6 ST,DEERFIELD BEACH,33441,"BROWN,MICHAEL",594410,Single Family,1967,1425,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Foreclosure judgment,deed_transfer 12/15/2025; lis_pendens 12/15/2025; satisfaction 12/08/2025; probate 11/14/2025; lien 10/27/2025,"BROWN,MICHAEL",1003 SE 6 ST,DEERFIELD BEACH,FLORIDA,33441,https://title.rootz.global/p/farm?address=1003%20SE%206%20ST&city=DEERFIELD%20BEACH
70,HIGH,6648 SW 41 ST,DAVIE,33314,"TURNER,JOHN",303890,Condo,1973,1420,Absentee owner; Litigation pending (pre-foreclosure); Probate filing; Lien on property,probate 11/19/2025; satisfaction 10/24/2024; lis_pendens 09/24/2024; lien 08/07/2024,"TURNER,JOHN",6648 SW 41 ST #6648,DAVIE,FLORIDA,33314,https://title.rootz.global/p/farm?address=6648%20SW%2041%20ST&city=DAVIE
70,HIGH,6241 NW 18 ST,SUNRISE,33313,"WILLIAMS,MICHAEL",584810,Single Family,1969,2053,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Foreclosure judgment,mortgage 12/29/2025; satisfaction 12/05/2025; final_judgment 10/22/2025; deed_transfer 09/11/2024; probate 07/22/2025,"WILLIAMS,MICHAEL",6241 NW 18 ST,SUNRISE,FLORIDA,33313,https://title.rootz.global/p/farm?address=6241%20NW%2018%20ST&city=SUNRISE
70,HIGH,4200 SW 153 TER,MIRAMAR,33027,"MARTINEZ,ROBERTO",510160,Single Family,1996,1769,Litigation pending (pre-foreclosure); Probate filing; Lien on property; Foreclosure judgment,deed_transfer 12/22/2025; satisfaction 11/15/2024; mortgage 09/12/2024; lis_pendens 06/25/2025; final_judgment 06/12/2024,"MARTINEZ,ROBERTO",4200 SW 153 TER,MIRAMAR,FLORIDA,33027,https://title.rootz.global/p/farm?address=4200%20SW%20153%20TER&city=MIRAMAR
69,MEDIUM,1707 WHITEHALL DR,DAVIE,33324,"NAPOLI,ROSE",272890,Condo,1984,1385,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Death certificate recorded,death 12/16/2025; lien 02/09/2024; lis_pendens 01/24/2025,"NAPOLI,ROSE",214 STONY BRANCH RD,W JEFFERSON,NORTH CAROLINA,28694,https://title.rootz.global/p/farm?address=1707%20WHITEHALL%20DR&city=DAVIE
67,MEDIUM,6721 NE 21 RD,FORT LAUDERDALE,33308,2018-3 IH BORROWER LP,782560,Single Family,1969,2576,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=6721%20NE%2021%20RD&city=FORT%20LAUDERDALE
